doc_id,source_page,gov_id,fiscal_year,doc_type,department_printed,line_description,line_kind,amount,amount_kind,units,division,fund,org,sbcl,account,pay_range,flags
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Groppi HS,Enrollment,enrollment,,proposed,156.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hamilton HS,School Budget,school_summary,17439045.0,adopted,139.65,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hamilton HS,School Budget,school_summary,16509937.0,proposed,131.75,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hamilton HS,Enrollment,enrollment,,adopted,1320.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hamilton HS,Enrollment,enrollment,,proposed,1239.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hampton School,School Budget,school_summary,3278584.0,adopted,27.45,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hampton School,School Budget,school_summary,3043015.0,proposed,26.4,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hampton School,Enrollment,enrollment,,adopted,180.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hampton School,Enrollment,enrollment,,proposed,178.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hartford University School,School Budget,school_summary,3669957.0,adopted,30.5,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hartford University School,School Budget,school_summary,4036344.0,proposed,33.05,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2026,proposed,Hartford University School,Enrollment,enrollment,,adopted,258.0,,,,,,,
mps-2027-proposed-school-lineitem,2,mps,2027,proposed,Hartford University School,Enrollment,enrollment,,proposed,258.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hawley Environmental School,School Budget,school_summary,3569564.0,adopted,31.4,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hawley Environmental School,School Budget,school_summary,4232252.0,proposed,36.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hawley Environmental School,Enrollment,enrollment,,adopted,240.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hawley Environmental School,Enrollment,enrollment,,proposed,234.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hawthorne School,School Budget,school_summary,3641354.0,adopted,31.2,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hawthorne School,School Budget,school_summary,3717065.0,proposed,31.2,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hawthorne School,Enrollment,enrollment,,adopted,261.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hawthorne School,Enrollment,enrollment,,proposed,252.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hayes Bilingual School,School Budget,school_summary,9531726.0,adopted,81.78,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hayes Bilingual School,School Budget,school_summary,10132339.0,proposed,85.2,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hayes Bilingual School,Enrollment,enrollment,,adopted,675.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hayes Bilingual School,Enrollment,enrollment,,proposed,664.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hi-Mount School,School Budget,school_summary,2593438.0,adopted,21.85,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hi-Mount School,School Budget,school_summary,3238965.0,proposed,27.1,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hi-Mount School,Enrollment,enrollment,,adopted,172.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hi-Mount School,Enrollment,enrollment,,proposed,188.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Holmes School,School Budget,school_summary,4576152.0,adopted,38.87,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Holmes School,School Budget,school_summary,5129545.0,proposed,44.3,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Holmes School,Enrollment,enrollment,,adopted,286.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Holmes School,Enrollment,enrollment,,proposed,304.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Honey Creek School,School Budget,school_summary,4539873.0,adopted,41.1,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Honey Creek School,School Budget,school_summary,5051014.0,proposed,43.05,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Honey Creek School,Enrollment,enrollment,,adopted,379.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Honey Creek School,Enrollment,enrollment,,proposed,377.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hopkins-Lloyd School,School Budget,school_summary,2247617.0,adopted,19.6,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hopkins-Lloyd School,School Budget,school_summary,2830614.0,proposed,24.71,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Hopkins-Lloyd School,Enrollment,enrollment,,adopted,129.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Hopkins-Lloyd School,Enrollment,enrollment,,proposed,135.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Humboldt Park School,School Budget,school_summary,6672063.0,adopted,57.26,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Humboldt Park School,School Budget,school_summary,7316614.0,proposed,61.27,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Humboldt Park School,Enrollment,enrollment,,adopted,561.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Humboldt Park School,Enrollment,enrollment,,proposed,550.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,I.D.E.A.L,School Budget,school_summary,2888060.0,adopted,23.95,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,I.D.E.A.L,School Budget,school_summary,3297230.0,proposed,25.55,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,I.D.E.A.L,Enrollment,enrollment,,adopted,236.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,I.D.E.A.L,Enrollment,enrollment,,proposed,242.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Jackson School,School Budget,school_summary,3963634.0,adopted,34.65,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Jackson School,School Budget,school_summary,4370183.0,proposed,39.42,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Jackson School,Enrollment,enrollment,,adopted,216.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Jackson School,Enrollment,enrollment,,proposed,215.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kagel School,School Budget,school_summary,3936073.0,adopted,33.45,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kagel School,School Budget,school_summary,4423758.0,proposed,36.75,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kagel School,Enrollment,enrollment,,adopted,273.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kagel School,Enrollment,enrollment,,proposed,269.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Keefe Avenue School,School Budget,school_summary,2342351.0,adopted,19.8,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Keefe Avenue School,School Budget,school_summary,2598486.0,proposed,21.4,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Keefe Avenue School,Enrollment,enrollment,,adopted,122.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Keefe Avenue School,Enrollment,enrollment,,proposed,112.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kilbourn School,School Budget,school_summary,3010523.0,adopted,25.95,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kilbourn School,School Budget,school_summary,3627671.0,proposed,31.07,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kilbourn School,Enrollment,enrollment,,adopted,201.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kilbourn School,Enrollment,enrollment,,proposed,214.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King ES,School Budget,school_summary,3994550.0,adopted,30.76,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King ES,School Budget,school_summary,4057204.0,proposed,33.02,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King ES,Enrollment,enrollment,,adopted,246.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King ES,Enrollment,enrollment,,proposed,249.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King IB HS,School Budget,school_summary,13866091.0,adopted,109.7,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King IB HS,School Budget,school_summary,13652804.0,proposed,105.85,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King IB HS,Enrollment,enrollment,,adopted,1254.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King IB HS,Enrollment,enrollment,,proposed,1206.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King IB MS,School Budget,school_summary,2674152.0,adopted,20.3,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King IB MS,School Budget,school_summary,2899460.0,proposed,22.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,King IB MS,Enrollment,enrollment,,adopted,161.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,King IB MS,Enrollment,enrollment,,proposed,161.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kluge School,School Budget,school_summary,5593695.0,adopted,49.83,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kluge School,School Budget,school_summary,5555933.0,proposed,49.44,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Kluge School,Enrollment,enrollment,,adopted,291.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Kluge School,Enrollment,enrollment,,proposed,269.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lafollette School,School Budget,school_summary,3649413.0,adopted,30.62,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lafollette School,School Budget,school_summary,4161476.0,proposed,35.67,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lafollette School,Enrollment,enrollment,,adopted,204.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lafollette School,Enrollment,enrollment,,proposed,211.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lancaster School,School Budget,school_summary,4039410.0,adopted,33.25,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lancaster School,School Budget,school_summary,4653513.0,proposed,38.55,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lancaster School,Enrollment,enrollment,,adopted,307.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lancaster School,Enrollment,enrollment,,proposed,297.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lincoln Avenue School,School Budget,school_summary,6078967.0,adopted,51.49,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lincoln Avenue School,School Budget,school_summary,6300717.0,proposed,52.73,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lincoln Avenue School,Enrollment,enrollment,,adopted,430.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lincoln Avenue School,Enrollment,enrollment,,proposed,408.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lincoln Center Of The Arts,School Budget,school_summary,4634369.0,adopted,37.75,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lincoln Center Of The Arts,School Budget,school_summary,4634113.0,proposed,35.95,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lincoln Center Of The Arts,Enrollment,enrollment,,adopted,335.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lincoln Center Of The Arts,Enrollment,enrollment,,proposed,353.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Longfellow School,School Budget,school_summary,10016619.0,adopted,90.03,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Longfellow School,School Budget,school_summary,10532339.0,proposed,91.97,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Longfellow School,Enrollment,enrollment,,adopted,723.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Longfellow School,Enrollment,enrollment,,proposed,720.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lowell School,School Budget,school_summary,3686068.0,adopted,29.6,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lowell School,School Budget,school_summary,3653440.0,proposed,29.9,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Lowell School,Enrollment,enrollment,,adopted,228.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Lowell School,Enrollment,enrollment,,proposed,230.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Macdowell Montessori School,School Budget,school_summary,10284243.0,adopted,87.01,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Macdowell Montessori School,School Budget,school_summary,10476351.0,proposed,87.21,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Macdowell Montessori School,Enrollment,enrollment,,adopted,896.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Macdowell Montessori School,Enrollment,enrollment,,proposed,895.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Madison Academic HS,School Budget,school_summary,6950136.0,adopted,54.93,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Madison Academic HS,School Budget,school_summary,6865720.0,proposed,54.53,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Madison Academic HS,Enrollment,enrollment,,adopted,424.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Madison Academic HS,Enrollment,enrollment,,proposed,400.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Manitoba School,School Budget,school_summary,6320457.0,adopted,55.55,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Manitoba School,School Budget,school_summary,7334682.0,proposed,63.15,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Manitoba School,Enrollment,enrollment,,adopted,432.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Manitoba School,Enrollment,enrollment,,proposed,421.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Maple Tree School,School Budget,school_summary,3927313.0,adopted,35.3,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Maple Tree School,School Budget,school_summary,4621308.0,proposed,40.9,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2026,proposed,Maple Tree School,Enrollment,enrollment,,adopted,248.0,,,,,,,
mps-2027-proposed-school-lineitem,3,mps,2027,proposed,Maple Tree School,Enrollment,enrollment,,proposed,254.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Marshall HS,School Budget,school_summary,10264187.0,adopted,86.41,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Marshall HS,School Budget,school_summary,10180811.0,proposed,82.62,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Marshall HS,Enrollment,enrollment,,adopted,657.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Marshall HS,Enrollment,enrollment,,proposed,662.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Maryland Av Montessori,School Budget,school_summary,5025075.0,adopted,44.9,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Maryland Av Montessori,School Budget,school_summary,5306296.0,proposed,44.9,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Maryland Av Montessori,Enrollment,enrollment,,adopted,511.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Maryland Av Montessori,Enrollment,enrollment,,proposed,512.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Metcalfe School,School Budget,school_summary,4280738.0,adopted,34.95,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Metcalfe School,School Budget,school_summary,4795714.0,proposed,41.13,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Metcalfe School,Enrollment,enrollment,,adopted,281.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Metcalfe School,Enrollment,enrollment,,proposed,276.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Acad Of Chinese Language,School Budget,school_summary,7236480.0,adopted,60.52,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Acad Of Chinese Language,School Budget,school_summary,7923202.0,proposed,67.6,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Acad Of Chinese Language,Enrollment,enrollment,,adopted,502.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Acad Of Chinese Language,Enrollment,enrollment,,proposed,504.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Co Youth Educ Center,School Budget,school_summary,636079.0,adopted,3.43,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Co Youth Educ Center,School Budget,school_summary,388613.0,proposed,3.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Co Youth Educ Center,Enrollment,enrollment,,adopted,8.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Co Youth Educ Center,Enrollment,enrollment,,proposed,4.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw French Immersion School,School Budget,school_summary,4591607.0,adopted,36.99,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw French Immersion School,School Budget,school_summary,5132276.0,proposed,43.23,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw French Immersion School,Enrollment,enrollment,,adopted,407.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw French Immersion School,Enrollment,enrollment,,proposed,396.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw German Immersion School,School Budget,school_summary,5368026.0,adopted,47.35,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw German Immersion School,School Budget,school_summary,5741975.0,proposed,48.35,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw German Immersion School,Enrollment,enrollment,,adopted,548.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw German Immersion School,Enrollment,enrollment,,proposed,541.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw HS - Arts,School Budget,school_summary,11811803.0,adopted,92.47,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw HS - Arts,School Budget,school_summary,11182877.0,proposed,87.87,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw HS - Arts,Enrollment,enrollment,,adopted,966.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw HS - Arts,Enrollment,enrollment,,proposed,915.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Parkside School,School Budget,school_summary,11269375.0,adopted,98.15,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Parkside School,School Budget,school_summary,12168946.0,proposed,105.3,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Parkside School,Enrollment,enrollment,,adopted,873.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Parkside School,Enrollment,enrollment,,proposed,893.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw School Of Languages,School Budget,school_summary,11720531.0,adopted,94.65,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw School Of Languages,School Budget,school_summary,11290012.0,proposed,89.75,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw School Of Languages,Enrollment,enrollment,,adopted,948.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw School Of Languages,Enrollment,enrollment,,proposed,940.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Sign Language School,School Budget,school_summary,6383955.0,adopted,54.53,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Sign Language School,School Budget,school_summary,5035947.0,proposed,40.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Sign Language School,Enrollment,enrollment,,adopted,365.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Sign Language School,Enrollment,enrollment,,proposed,366.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Spanish Immersion School,School Budget,school_summary,7105496.0,adopted,63.3,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Spanish Immersion School,School Budget,school_summary,7439557.0,proposed,64.05,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Milw Spanish Immersion School,Enrollment,enrollment,,adopted,546.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Milw Spanish Immersion School,Enrollment,enrollment,,proposed,476.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Mitchell School,School Budget,school_summary,8000697.0,adopted,66.9,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Mitchell School,School Budget,school_summary,7963931.0,proposed,66.1,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Mitchell School,Enrollment,enrollment,,adopted,526.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Mitchell School,Enrollment,enrollment,,proposed,484.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Morgandale School,School Budget,school_summary,6980733.0,adopted,58.9,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Morgandale School,School Budget,school_summary,8056504.0,proposed,71.36,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Morgandale School,Enrollment,enrollment,,adopted,603.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Morgandale School,Enrollment,enrollment,,proposed,614.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Morse MS,School Budget,school_summary,5693499.0,adopted,46.6,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Morse MS,School Budget,school_summary,5345337.0,proposed,43.56,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Morse MS,Enrollment,enrollment,,adopted,431.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Morse MS,Enrollment,enrollment,,proposed,451.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Neeskara School,School Budget,school_summary,4136232.0,adopted,36.25,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Neeskara School,School Budget,school_summary,5102680.0,proposed,44.7,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Neeskara School,Enrollment,enrollment,,adopted,290.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Neeskara School,Enrollment,enrollment,,proposed,267.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Ninety-Fifth Street School,School Budget,school_summary,4361616.0,adopted,38.6,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Ninety-Fifth Street School,School Budget,school_summary,4794631.0,proposed,40.55,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Ninety-Fifth Street School,Enrollment,enrollment,,adopted,419.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Ninety-Fifth Street School,Enrollment,enrollment,,proposed,418.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,North HS,School Budget,school_summary,5388123.0,adopted,43.15,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,North HS,School Budget,school_summary,4943212.0,proposed,39.6,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,North HS,Enrollment,enrollment,,adopted,252.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,North HS,Enrollment,enrollment,,proposed,209.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Obama SCTE,School Budget,school_summary,8372935.0,adopted,69.25,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Obama SCTE,School Budget,school_summary,7754410.0,proposed,62.43,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Obama SCTE,Enrollment,enrollment,,adopted,444.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Obama SCTE,Enrollment,enrollment,,proposed,444.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Parkview School,School Budget,school_summary,4499936.0,adopted,38.9,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Parkview School,School Budget,school_summary,5037962.0,proposed,41.4,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Parkview School,Enrollment,enrollment,,adopted,347.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Parkview School,Enrollment,enrollment,,proposed,351.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Pratt School,School Budget,school_summary,4037552.0,adopted,34.6,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Pratt School,School Budget,school_summary,4366498.0,proposed,36.35,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Pratt School,Enrollment,enrollment,,adopted,270.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Pratt School,Enrollment,enrollment,,proposed,267.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Project Stay HS,School Budget,school_summary,2491589.0,adopted,21.3,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Project Stay HS,School Budget,school_summary,2295823.0,proposed,17.85,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2026,proposed,Project Stay HS,Enrollment,enrollment,,adopted,155.0,,,,,,,
mps-2027-proposed-school-lineitem,4,mps,2027,proposed,Project Stay HS,Enrollment,enrollment,,proposed,161.0,,,,,,,
